Genome	Num bases covered	Frac bases covered	Frac bases covered over unambig	Average coverage/depth	Average coverage/depth over unambig
ebola_zaire, genome 26 (rc)	18959	1.0	1.0	1.50324384197	1.50324384197
ebola_zaire, genome 27	18959	1.0	1.0	1.50324384197	1.50324384197
ebola_zaire, genome 27 (rc)	18959	1.0	1.0	1.50324384197	1.50324384197
ebola_zaire, genome 28	18960	1.0	1.0	1.49261603376	1.49261603376
ebola_zaire, genome 28 (rc)	18960	1.0	1.0	1.49261603376	1.49261603376
ebola_zaire, genome 29	18959	1.0	1.0	1.50324384197	1.50324384197
ebola_zaire, genome 29 (rc)	18959	1.0	1.0	1.50324384197	1.50324384197
ebola_zaire, genome 30	18959	1.0	1.0	1.50324384197	1.50324384197
ebola_zaire, genome 30 (rc)	18959	1.0	1.0	1.50324384197	1.50324384197
ebola_zaire, genome 31	18959	1.0	1.0	1.49269476238	1.49269476238
ebola_zaire, genome 31 (rc)	18959	1.0	1.0	1.49269476238	1.49269476238
ebola_zaire, genome 32	18959	1.0	1.0	1.50324384197	1.50324384197
ebola_zaire, genome 32 (rc)	18959	1.0	1.0	1.50324384197	1.50324384197
ebola_zaire, genome 33	18960	1.0	1.0	1.49261603376	1.49261603376
ebola_zaire, genome 33 (rc)	18960	1.0	1.0	1.49261603376	1.49261603376
ebola_zaire, genome 34	18959	1.0	1.0	1.50324384197	1.50324384197
ebola_zaire, genome 34 (rc)	18959	1.0	1.0	1.50324384197	1.50324384197
ebola_zaire, genome 35	18959	1.0	1.0	1.50324384197	1.50324384197
ebola_zaire, genome 35 (rc)	18959	1.0	1.0	1.50324384197	1.50324384197
ebola_zaire, genome 36	18959	1.0	1.0	1.49269476238	1.49269476238
ebola_zaire, genome 36 (rc)	18959	1.0	1.0	1.49269476238	1.49269476238
ebola_zaire, genome 37	18959	1.0	1.0	1.50324384197	1.50324384197
ebola_zaire, genome 37 (rc)	18959	1.0	1.0	1.50324384197	1.50324384197
ebola_zaire, genome 38	18961	1.0	1.0	1.4345234956	1.4345234956
ebola_zaire, genome 38 (rc)	18961	1.0	1.0	1.4345234956	1.4345234956
ebola_zaire, genome 39	18959	1.0	1.0	1.50324384197	1.50324384197
ebola_zaire, genome 39 (rc)	18959	1.0	1.0	1.50324384197	1.50324384197
ebola_zaire, genome 40	18959	1.0	1.0	1.50324384197	1.50324384197
ebola_zaire, genome 40 (rc)	18959	1.0	1.0	1.50324384197	1.50324384197
ebola_zaire, genome 41	18486	0.988556149733	1.00102886229	1.20855614973	1.22380462447
ebola_zaire, genome 41 (rc)	18486	0.988556149733	1.00102886229	1.20855614973	1.22380462447
ebola_zaire, genome 42	18957	1.0	1.0	1.56142849607	1.56142849607
ebola_zaire, genome 42 (rc)	18957	1.0	1.0	1.56142849607	1.56142849607
ebola_zaire, genome 43	18908	1.0	1.0	1.43854453142	1.43854453142
ebola_zaire, genome 43 (rc)	18908	1.0	1.0	1.43854453142	1.43854453142
ebola_zaire, genome 44	18952	1.0	1.0	1.53545799916	1.53545799916
ebola_zaire, genome 44 (rc)	18952	1.0	1.0	1.53545799916	1.53545799916
ebola_zaire, genome 45	18926	1.0	1.0	1.46359505442	1.46359505442
ebola_zaire, genome 45 (rc)	18926	1.0	1.0	1.46359505442	1.46359505442
ebola_zaire, genome 46	18915	1.0	1.0	1.4591593973	1.4591593973
ebola_zaire, genome 46 (rc)	18915	1.0	1.0	1.4591593973	1.4591593973
ebola_zaire, genome 47	18956	1.0	1.0	1.55623549272	1.55623549272
ebola_zaire, genome 47 (rc)	18956	1.0	1.0	1.55623549272	1.55623549272
ebola_zaire, genome 48	18932	1.0	1.0	1.47897739277	1.47897739277
ebola_zaire, genome 48 (rc)	18932	1.0	1.0	1.47897739277	1.47897739277
ebola_zaire, genome 49	18950	1.0	1.0	1.53034300792	1.53034300792
ebola_zaire, genome 49 (rc)	18950	1.0	1.0	1.53034300792	1.53034300792
ebola_zaire, genome 50	18948	1.0	1.0	1.51994933502	1.51994933502
ebola_zaire, genome 50 (rc)	18948	1.0	1.0	1.51994933502	1.51994933502
ebola_zaire, genome 51	18927	1.0	1.0	1.46880118349	1.46880118349
ebola_zaire, genome 51 (rc)	18927	1.0	1.0	1.46880118349	1.46880118349
ebola_zaire, genome 52	18769	1.0	1.0	1.31067185252	1.31067185252
ebola_zaire, genome 52 (rc)	18769	1.0	1.0	1.31067185252	1.31067185252
ebola_zaire, genome 53	18926	1.0	1.0	1.46359505442	1.46359505442
ebola_zaire, genome 53 (rc)	18926	1.0	1.0	1.46359505442	1.46359505442
ebola_zaire, genome 54	18893	0.999048173021	1.00021176346	1.41716461319	1.41881518344
ebola_zaire, genome 54 (rc)	18893	0.999048173021	1.00021176346	1.41716461319	1.41881518344
ebola_zaire, genome 55	18807	0.998513405893	1.00021273201	1.34324396071	1.34552996862
ebola_zaire, genome 55 (rc)	18807	0.998513405893	1.00021273201	1.34324396071	1.34552996862
ebola_zaire, genome 56	18613	1.0	1.0	1.25718583786	1.25718583786
ebola_zaire, genome 56 (rc)	18613	1.0	1.0	1.25718583786	1.25718583786
ebola_zaire, genome 57	18685	1.0	1.0	1.2576933369	1.2576933369
ebola_zaire, genome 57 (rc)	18685	1.0	1.0	1.2576933369	1.2576933369
ebola_zaire, genome 58	18926	1.0	1.0	1.46359505442	1.46359505442
ebola_zaire, genome 58 (rc)	18926	1.0	1.0	1.46359505442	1.46359505442
ebola_zaire, genome 59	18835	1.0	1.0	1.35917175471	1.35917175471
ebola_zaire, genome 59 (rc)	18835	1.0	1.0	1.35917175471	1.35917175471
ebola_zaire, genome 60	18939	1.0	1.0	1.48899097101	1.48899097101
ebola_zaire, genome 60 (rc)	18939	1.0	1.0	1.48899097101	1.48899097101
ebola_zaire, genome 61	18958	1.0	1.0	1.56662095158	1.56662095158
ebola_zaire, genome 61 (rc)	18958	1.0	1.0	1.56662095158	1.56662095158
ebola_zaire, genome 62	18923	1.0	1.0	1.45325794007	1.45325794007
ebola_zaire, genome 62 (rc)	18923	1.0	1.0	1.45325794007	1.45325794007
ebola_zaire, genome 63	18749	1.0	1.0	1.29606912369	1.29606912369
ebola_zaire, genome 63 (rc)	18749	1.0	1.0	1.29606912369	1.29606912369
ebola_zaire, genome 64	18956	1.0	1.0	1.55623549272	1.55623549272
ebola_zaire, genome 64 (rc)	18956	1.0	1.0	1.55623549272	1.55623549272
ebola_zaire, genome 65	18958	1.0	1.0	1.56662095158	1.56662095158
ebola_zaire, genome 65 (rc)	18958	1.0	1.0	1.56662095158	1.56662095158
ebola_zaire, genome 66	18915	1.0	1.0	1.44329896907	1.44329896907
ebola_zaire, genome 66 (rc)	18915	1.0	1.0	1.44329896907	1.44329896907
ebola_zaire, genome 67	18876	1.0	1.0	1.40389913117	1.40389913117
ebola_zaire, genome 67 (rc)	18876	1.0	1.0	1.40389913117	1.40389913117
ebola_zaire, genome 68	18945	1.0	1.0	1.51491158617	1.51491158617
ebola_zaire, genome 68 (rc)	18945	1.0	1.0	1.51491158617	1.51491158617
ebola_zaire, genome 69	18914	1.0	1.0	1.43808818864	1.43808818864
ebola_zaire, genome 69 (rc)	18914	1.0	1.0	1.43808818864	1.43808818864
ebola_zaire, genome 70	18921	1.0	1.0	1.53797368004	1.53797368004
ebola_zaire, genome 70 (rc)	18921	1.0	1.0	1.53797368004	1.53797368004
ebola_zaire, genome 71	18950	1.0	1.0	1.53034300792	1.53034300792
ebola_zaire, genome 71 (rc)	18950	1.0	1.0	1.53034300792	1.53034300792
ebola_zaire, genome 72	18945	1.0	1.0	1.51491158617	1.51491158617
ebola_zaire, genome 72 (rc)	18945	1.0	1.0	1.51491158617	1.51491158617
ebola_zaire, genome 73	18876	1.0	1.0	1.40389913117	1.40389913117
ebola_zaire, genome 73 (rc)	18876	1.0	1.0	1.40389913117	1.40389913117
ebola_zaire, genome 74	18932	1.0	1.0	1.47897739277	1.47897739277
ebola_zaire, genome 74 (rc)	18932	1.0	1.0	1.47897739277	1.47897739277
ebola_zaire, genome 75	18953	1.0	1.0	1.54065319474	1.54065319474
ebola_zaire, genome 75 (rc)	18953	1.0	1.0	1.54065319474	1.54065319474
ebola_zaire, genome 76	18950	1.0	1.0	1.53034300792	1.53034300792
ebola_zaire, genome 76 (rc)	18950	1.0	1.0	1.53034300792	1.53034300792
ebola_zaire, genome 77	18953	1.0	1.0	1.53537698517	1.53537698517
ebola_zaire, genome 77 (rc)	18953	1.0	1.0	1.53537698517	1.53537698517
ebola_zaire, genome 78	18953	1.0	1.0	1.54065319474	1.54065319474
ebola_zaire, genome 78 (rc)	18953	1.0	1.0	1.54065319474	1.54065319474
ebola_zaire, genome 79	18862	1.0	1.0	1.38373449263	1.38373449263
ebola_zaire, genome 79 (rc)	18862	1.0	1.0	1.38373449263	1.38373449263
ebola_zaire, genome 80	18925	1.0	1.0	1.45838837517	1.45838837517
ebola_zaire, genome 80 (rc)	18925	1.0	1.0	1.45838837517	1.45838837517
ebola_zaire, genome 81	18880	1.0	1.0	1.43538135593	1.43538135593
ebola_zaire, genome 81 (rc)	18880	1.0	1.0	1.43538135593	1.43538135593
ebola_zaire, genome 82	18948	1.0	1.0	1.51994933502	1.51994933502
ebola_zaire, genome 82 (rc)	18948	1.0	1.0	1.51994933502	1.51994933502
ebola_zaire, genome 83	18886	1.0	1.0	1.41904055914	1.41904055914
ebola_zaire, genome 83 (rc)	18886	1.0	1.0	1.41904055914	1.41904055914
ebola_zaire, genome 84	18799	1.0	1.0	1.34581626682	1.34581626682
ebola_zaire, genome 84 (rc)	18799	1.0	1.0	1.34581626682	1.34581626682
ebola_zaire, genome 85	18914	1.0	1.0	1.51210743365	1.51210743365
ebola_zaire, genome 85 (rc)	18914	1.0	1.0	1.51210743365	1.51210743365
ebola_zaire, genome 86	18921	1.0	1.0	1.43755615454	1.43755615454
ebola_zaire, genome 86 (rc)	18921	1.0	1.0	1.43755615454	1.43755615454
ebola_zaire, genome 87	18859	1.0	1.0	1.37334959436	1.37334959436
ebola_zaire, genome 87 (rc)	18859	1.0	1.0	1.37334959436	1.37334959436
ebola_zaire, genome 88	18830	1.0	1.0	1.34891131174	1.34891131174
ebola_zaire, genome 88 (rc)	18830	1.0	1.0	1.34891131174	1.34891131174
ebola_zaire, genome 89	18882	1.0	1.0	1.41934117149	1.41934117149
ebola_zaire, genome 89 (rc)	18882	1.0	1.0	1.41934117149	1.41934117149
ebola_zaire, genome 90	18921	1.0	1.0	1.44284128746	1.44284128746
ebola_zaire, genome 90 (rc)	18921	1.0	1.0	1.44284128746	1.44284128746
ebola_zaire, genome 91	18773	1.0	1.0	1.31571938422	1.31571938422
ebola_zaire, genome 91 (rc)	18773	1.0	1.0	1.31571938422	1.31571938422
ebola_zaire, genome 92	18812	1.0	1.0	1.33425473102	1.33425473102
ebola_zaire, genome 92 (rc)	18812	1.0	1.0	1.33425473102	1.33425473102
ebola_zaire, genome 93	18925	1.0	1.0	1.45838837517	1.45838837517
ebola_zaire, genome 93 (rc)	18925	1.0	1.0	1.45838837517	1.45838837517
ebola_zaire, genome 94	18945	1.0	1.0	1.50963314859	1.50963314859
ebola_zaire, genome 94 (rc)	18945	1.0	1.0	1.50963314859	1.50963314859
ebola_zaire, genome 95	18870	1.0	1.0	1.3884472708	1.3884472708
ebola_zaire, genome 95 (rc)	18870	1.0	1.0	1.3884472708	1.3884472708
ebola_zaire, genome 96	18912	1.0	1.0	1.42766497462	1.42766497462
ebola_zaire, genome 96 (rc)	18912	1.0	1.0	1.42766497462	1.42766497462
ebola_zaire, genome 97	18897	1.0	1.0	1.46054929354	1.46054929354
ebola_zaire, genome 97 (rc)	18897	1.0	1.0	1.46054929354	1.46054929354
ebola_zaire, genome 98	18811	1.0	1.0	1.33432566052	1.33432566052
ebola_zaire, genome 98 (rc)	18811	1.0	1.0	1.33432566052	1.33432566052
ebola_zaire, genome 99	18931	1.0	1.0	1.47377317627	1.47377317627
ebola_zaire, genome 99 (rc)	18931	1.0	1.0	1.47377317627	1.47377317627
ebola_zaire, genome 100	18890	1.0	1.0	1.4399152991	1.4399152991
ebola_zaire, genome 100 (rc)	18890	1.0	1.0	1.4399152991	1.4399152991
ebola_zaire, genome 101	18912	1.0	1.0	1.42766497462	1.42766497462
ebola_zaire, genome 101 (rc)	18912	1.0	1.0	1.42766497462	1.42766497462
ebola_zaire, genome 102	18949	1.0	1.0	1.52514644572	1.52514644572
ebola_zaire, genome 102 (rc)	18949	1.0	1.0	1.52514644572	1.52514644572
ebola_zaire, genome 103	18901	1.0	1.0	1.40204221999	1.40204221999
ebola_zaire, genome 103 (rc)	18901	1.0	1.0	1.40204221999	1.40204221999
ebola_zaire, genome 104	18959	1.0	1.0	1.57181285933	1.57181285933
ebola_zaire, genome 104 (rc)	18959	1.0	1.0	1.57181285933	1.57181285933
ebola_zaire, genome 105	18958	1.0	1.0	1.56662095158	1.56662095158
ebola_zaire, genome 105 (rc)	18958	1.0	1.0	1.56662095158	1.56662095158
ebola_zaire, genome 106	18925	1.0	1.0	1.45838837517	1.45838837517
ebola_zaire, genome 106 (rc)	18925	1.0	1.0	1.45838837517	1.45838837517
ebola_zaire, genome 107	18910	1.0	1.0	1.41723955579	1.41723955579
ebola_zaire, genome 107 (rc)	18910	1.0	1.0	1.41723955579	1.41723955579
ebola_zaire, genome 108	18876	1.0	1.0	1.40389913117	1.40389913117
ebola_zaire, genome 108 (rc)	18876	1.0	1.0	1.40389913117	1.40389913117
ebola_zaire, genome 109	18925	1.0	1.0	1.45838837517	1.45838837517
ebola_zaire, genome 109 (rc)	18925	1.0	1.0	1.45838837517	1.45838837517
ebola_zaire, genome 110	18803	1.0	1.0	1.33489336808	1.33489336808
ebola_zaire, genome 110 (rc)	18803	1.0	1.0	1.33489336808	1.33489336808
ebola_zaire, genome 111	18955	1.0	1.0	1.55104194144	1.55104194144
ebola_zaire, genome 111 (rc)	18955	1.0	1.0	1.55104194144	1.55104194144
ebola_zaire, genome 112	18937	1.0	1.0	1.48386756086	1.48386756086
ebola_zaire, genome 112 (rc)	18937	1.0	1.0	1.48386756086	1.48386756086
ebola_zaire, genome 113	18890	1.0	1.0	1.4399152991	1.4399152991
ebola_zaire, genome 113 (rc)	18890	1.0	1.0	1.4399152991	1.4399152991
ebola_zaire, genome 114	18711	1.0	1.0	1.28266794933	1.28266794933
ebola_zaire, genome 114 (rc)	18711	1.0	1.0	1.28266794933	1.28266794933
ebola_zaire, genome 115	18791	1.0	1.0	1.3197807461	1.3197807461
ebola_zaire, genome 115 (rc)	18791	1.0	1.0	1.3197807461	1.3197807461
ebola_zaire, genome 116	18850	1.0	1.0	1.35809018568	1.35809018568
ebola_zaire, genome 116 (rc)	18850	1.0	1.0	1.35809018568	1.35809018568
ebola_zaire, genome 117	18954	1.0	1.0	1.54584784214	1.54584784214
ebola_zaire, genome 117 (rc)	18954	1.0	1.0	1.54584784214	1.54584784214
ebola_zaire, genome 118	18957	1.0	1.0	1.56142849607	1.56142849607
ebola_zaire, genome 118 (rc)	18957	1.0	1.0	1.56142849607	1.56142849607
ebola_zaire, genome 119	18878	1.0	1.0	1.41434473991	1.41434473991
ebola_zaire, genome 119 (rc)	18878	1.0	1.0	1.41434473991	1.41434473991
ebola_zaire, genome 120	18948	1.0	1.0	1.52522693688	1.52522693688
ebola_zaire, genome 120 (rc)	18948	1.0	1.0	1.52522693688	1.52522693688
ebola_zaire, genome 121	18957	1.0	1.0	1.56142849607	1.56142849607
ebola_zaire, genome 121 (rc)	18957	1.0	1.0	1.56142849607	1.56142849607
ebola_zaire, genome 122	18941	1.0	1.0	1.49411329919	1.49411329919
ebola_zaire, genome 122 (rc)	18941	1.0	1.0	1.49411329919	1.49411329919
ebola_zaire, genome 123	18951	1.0	1.0	1.53026225529	1.53026225529
ebola_zaire, genome 123 (rc)	18951	1.0	1.0	1.53026225529	1.53026225529
ebola_zaire, genome 124	18956	1.0	1.0	1.55623549272	1.55623549272
ebola_zaire, genome 124 (rc)	18956	1.0	1.0	1.55623549272	1.55623549272
ebola_zaire, genome 125	18946	1.0	1.0	1.51483162673	1.51483162673
ebola_zaire, genome 125 (rc)	18946	1.0	1.0	1.51483162673	1.51483162673
ebola_zaire, genome 126	18829	1.0	1.0	1.34367199533	1.34367199533
ebola_zaire, genome 126 (rc)	18829	1.0	1.0	1.34367199533	1.34367199533
ebola_zaire, genome 127	18921	1.0	1.0	1.44284128746	1.44284128746
ebola_zaire, genome 127 (rc)	18921	1.0	1.0	1.44284128746	1.44284128746
ebola_zaire, genome 128	18867	1.0	1.0	1.40456882387	1.40456882387
ebola_zaire, genome 128 (rc)	18867	1.0	1.0	1.40456882387	1.40456882387
ebola_zaire, genome 129	18919	1.0	1.0	1.52756488186	1.52756488186
ebola_zaire, genome 129 (rc)	18919	1.0	1.0	1.52756488186	1.52756488186
ebola_zaire, genome 130	18914	1.0	1.0	1.43808818864	1.43808818864
ebola_zaire, genome 130 (rc)	18914	1.0	1.0	1.43808818864	1.43808818864
ebola_zaire, genome 131	18915	1.0	1.0	1.506740682	1.506740682
ebola_zaire, genome 131 (rc)	18915	1.0	1.0	1.506740682	1.506740682
ebola_zaire, genome 132	18912	1.0	1.0	1.42766497462	1.42766497462
ebola_zaire, genome 132 (rc)	18912	1.0	1.0	1.42766497462	1.42766497462
ebola_zaire, genome 133	18886	1.0	1.0	1.4243354866	1.4243354866
ebola_zaire, genome 133 (rc)	18886	1.0	1.0	1.4243354866	1.4243354866
ebola_zaire, genome 134	18922	1.0	1.0	1.44804988902	1.44804988902
ebola_zaire, genome 134 (rc)	18922	1.0	1.0	1.44804988902	1.44804988902
ebola_zaire, genome 135	18953	1.0	1.0	1.54065319474	1.54065319474
ebola_zaire, genome 135 (rc)	18953	1.0	1.0	1.54065319474	1.54065319474
ebola_zaire, genome 136	18914	1.0	1.0	1.43808818864	1.43808818864
ebola_zaire, genome 136 (rc)	18914	1.0	1.0	1.43808818864	1.43808818864
ebola_zaire, genome 137	18915	1.0	1.0	1.44329896907	1.44329896907
ebola_zaire, genome 137 (rc)	18915	1.0	1.0	1.44329896907	1.44329896907
ebola_zaire, genome 138	18912	1.0	1.0	1.42766497462	1.42766497462
ebola_zaire, genome 138 (rc)	18912	1.0	1.0	1.42766497462	1.42766497462
ebola_zaire, genome 139	18873	1.0	1.0	1.39352514174	1.39352514174
ebola_zaire, genome 139 (rc)	18873	1.0	1.0	1.39352514174	1.39352514174
