Genome	Num bases covered	Frac bases covered	Frac bases covered over unambig	Average coverage/depth	Average coverage/depth over unambig
sars, genome 41 (rc)	29732	1.0	1.0	1.42270953854	1.42270953854
sars, genome 42	29729	1.0	1.00003363832	1.40267079283	1.40271797632
sars, genome 42 (rc)	29729	1.0	1.00003363832	1.40267079283	1.40271797632
sars, genome 43	29729	1.0	1.00003363832	1.40267079283	1.40271797632
sars, genome 43 (rc)	29729	1.0	1.00003363832	1.40267079283	1.40271797632
sars, genome 44	29729	1.0	1.0	1.40267079283	1.40267079283
sars, genome 44 (rc)	29729	1.0	1.0	1.40267079283	1.40267079283
sars, genome 45	29729	1.0	1.0	1.40267079283	1.40267079283
sars, genome 45 (rc)	29729	1.0	1.0	1.40267079283	1.40267079283
sars, genome 46	29729	1.0	1.0	1.40267079283	1.40267079283
sars, genome 46 (rc)	29729	1.0	1.0	1.40267079283	1.40267079283
sars, genome 47	29729	1.0	1.0000672789	1.40267079283	1.40276516298
sars, genome 47 (rc)	29729	1.0	1.0000672789	1.40267079283	1.40276516298
sars, genome 48	29729	1.0	1.0	1.40267079283	1.40267079283
sars, genome 48 (rc)	29729	1.0	1.0	1.40267079283	1.40267079283
sars, genome 49	29729	1.0	1.0000672789	1.40267079283	1.40276516298
sars, genome 49 (rc)	29729	1.0	1.0000672789	1.40267079283	1.40276516298
sars, genome 50	29729	1.0	1.0	1.40267079283	1.40267079283
sars, genome 50 (rc)	29729	1.0	1.0	1.40267079283	1.40267079283
sars, genome 51	29727	1.0	1.00010092854	1.40276516298	1.40290674203
sars, genome 51 (rc)	29727	1.0	1.00010092854	1.40276516298	1.40290674203
sars, genome 52	29745	1.0	1.0	1.43889729366	1.43889729366
sars, genome 52 (rc)	29745	1.0	1.0	1.43889729366	1.43889729366
sars, genome 53	29736	1.0	1.0	1.42924401399	1.42924401399
sars, genome 53 (rc)	29736	1.0	1.0	1.42924401399	1.42924401399
sars, genome 54	29711	1.0	1.0	1.37322877049	1.37322877049
sars, genome 54 (rc)	29711	1.0	1.0	1.37322877049	1.37322877049
sars, genome 55	29738	1.0	1.0	1.42914789159	1.42914789159
sars, genome 55 (rc)	29738	1.0	1.0	1.42914789159	1.42914789159
sars, genome 56	29738	1.0	1.0	1.43587329343	1.43587329343
sars, genome 56 (rc)	29738	1.0	1.0	1.43587329343	1.43587329343
sars, genome 57	29736	1.0	1.0	1.42924401399	1.42924401399
sars, genome 57 (rc)	29736	1.0	1.0	1.42924401399	1.42924401399
sars, genome 58	29736	1.0	1.0	1.42924401399	1.42924401399
sars, genome 58 (rc)	29736	1.0	1.0	1.42924401399	1.42924401399
sars, genome 59	29573	1.0	1.0	1.29510026037	1.29510026037
sars, genome 59 (rc)	29573	1.0	1.0	1.29510026037	1.29510026037
sars, genome 60	29573	1.0	1.0	1.29510026037	1.29510026037
sars, genome 60 (rc)	29573	1.0	1.0	1.29510026037	1.29510026037
sars, genome 61	29751	1.0	1.0	1.44869080031	1.44869080031
sars, genome 61 (rc)	29751	1.0	1.0	1.44869080031	1.44869080031
sars, genome 62	29727	1.0	1.0	1.39603727251	1.39603727251
sars, genome 62 (rc)	29727	1.0	1.0	1.39603727251	1.39603727251
sars, genome 63	29736	1.0	1.0	1.42924401399	1.42924401399
sars, genome 63 (rc)	29736	1.0	1.0	1.42924401399	1.42924401399
sars, genome 64	29706	1.0	1.0	1.35999461388	1.35999461388
sars, genome 64 (rc)	29706	1.0	1.0	1.35999461388	1.35999461388
sars, genome 65	29751	1.0	1.00003361345	1.44869080031	1.4487394958
sars, genome 65 (rc)	29751	1.0	1.00003361345	1.44869080031	1.4487394958
sars, genome 66	29729	1.0	1.0	1.40267079283	1.40267079283
sars, genome 66 (rc)	29729	1.0	1.0	1.40267079283	1.40267079283
sars, genome 67	29682	1.0	1.00003369159	1.34087999461	1.34092517098
sars, genome 67 (rc)	29682	1.0	1.00003369159	1.34087999461	1.34092517098
sars, genome 68	29602	1.0	1.0	1.3917978515	1.3917978515
sars, genome 68 (rc)	29602	1.0	1.0	1.3917978515	1.3917978515
sars, genome 69	29461	1.0	1.0	1.39167034384	1.39167034384
sars, genome 69 (rc)	29461	1.0	1.0	1.39167034384	1.39167034384
sars, genome 70	29512	1.0	1.0	1.38248847926	1.38248847926
sars, genome 70 (rc)	29512	1.0	1.0	1.38248847926	1.38248847926
sars, genome 71	29602	1.0	1.0	1.3917978515	1.3917978515
sars, genome 71 (rc)	29602	1.0	1.0	1.3917978515	1.3917978515
sars, genome 72	29602	1.0	1.0	1.3917978515	1.3917978515
sars, genome 72 (rc)	29602	1.0	1.0	1.3917978515	1.3917978515
sars, genome 73	29731	1.0	1.0	1.40593992802	1.40593992802
sars, genome 73 (rc)	29731	1.0	1.0	1.40593992802	1.40593992802
sars, genome 74	29731	1.0	1.0	1.40930342067	1.40930342067
sars, genome 74 (rc)	29731	1.0	1.0	1.40930342067	1.40930342067
sars, genome 75	29751	1.0	1.0	1.44869080031	1.44869080031
sars, genome 75 (rc)	29751	1.0	1.0	1.44869080031	1.44869080031
sars, genome 76	29746	1.0	1.0	1.40523095542	1.40523095542
sars, genome 76 (rc)	29746	1.0	1.0	1.40523095542	1.40523095542
sars, genome 77	29727	1.0	1.0	1.39603727251	1.39603727251
sars, genome 77 (rc)	29727	1.0	1.0	1.39603727251	1.39603727251
sars, genome 78	29727	1.0	1.0	1.39603727251	1.39603727251
sars, genome 78 (rc)	29727	1.0	1.0	1.39603727251	1.39603727251
sars, genome 79	29727	1.0	1.0	1.39603727251	1.39603727251
sars, genome 79 (rc)	29727	1.0	1.0	1.39603727251	1.39603727251
sars, genome 80	29728	1.0	1.0	1.39262648009	1.39262648009
sars, genome 80 (rc)	29728	1.0	1.0	1.39262648009	1.39262648009
sars, genome 81	29739	1.0	1.0	1.36857325398	1.36857325398
sars, genome 81 (rc)	29739	1.0	1.0	1.36857325398	1.36857325398
sars, genome 82	29737	1.0	1.0	1.37202811313	1.37202811313
sars, genome 82 (rc)	29737	1.0	1.0	1.37202811313	1.37202811313
sars, genome 83	29739	1.0	1.0	1.38874878106	1.38874878106
sars, genome 83 (rc)	29739	1.0	1.0	1.38874878106	1.38874878106
sars, genome 84	29721	1.0	1.0	1.3391204872	1.3391204872
sars, genome 84 (rc)	29721	1.0	1.0	1.3391204872	1.3391204872
sars, genome 85	29517	0.993370128559	1.00013553349	1.32260887124	1.33161657575
sars, genome 85 (rc)	29517	0.993370128559	1.00013553349	1.32260887124	1.33161657575
sars, genome 86	29723	1.0	1.0	1.33230158463	1.33230158463
sars, genome 86 (rc)	29723	1.0	1.0	1.33230158463	1.33230158463
sars, genome 87	29728	1.0	1.0	1.37917115178	1.37917115178
sars, genome 87 (rc)	29728	1.0	1.0	1.37917115178	1.37917115178
sars, genome 88	29730	1.0	1.0	1.37571476623	1.37571476623
sars, genome 88 (rc)	29730	1.0	1.0	1.37571476623	1.37571476623
sars, genome 89	29730	1.0	1.0	1.37571476623	1.37571476623
sars, genome 89 (rc)	29730	1.0	1.0	1.37571476623	1.37571476623
sars, genome 90	29730	1.0	1.0	1.37907837201	1.37907837201
sars, genome 90 (rc)	29730	1.0	1.0	1.37907837201	1.37907837201
sars, genome 91	29621	0.996333669694	1.00016882766	1.36898755466	1.37425715829
sars, genome 91 (rc)	29621	0.996333669694	1.00016882766	1.36898755466	1.37425715829
sars, genome 92	29731	1.0	1.0	1.34539706031	1.34539706031
sars, genome 92 (rc)	29731	1.0	1.0	1.34539706031	1.34539706031
sars, genome 93	29618	0.996735655393	1.00040532325	1.37977452465	1.3848544214
sars, genome 93 (rc)	29618	0.996735655393	1.00040532325	1.37977452465	1.3848544214
sars, genome 94	29720	1.0	1.0	1.38963660834	1.38963660834
sars, genome 94 (rc)	29720	1.0	1.0	1.38963660834	1.38963660834
sars, genome 95	29577	1.0	1.0	1.35240220442	1.35240220442
sars, genome 95 (rc)	29577	1.0	1.0	1.35240220442	1.35240220442
sars, genome 96	29719	1.0	1.0	1.39304821831	1.39304821831
sars, genome 96 (rc)	29719	1.0	1.0	1.39304821831	1.39304821831
sars, genome 97	29712	1.0	1.0	1.37654819602	1.37654819602
sars, genome 97 (rc)	29712	1.0	1.0	1.37654819602	1.37654819602
sars, genome 98	29713	1.0	1.00003365644	1.36303974691	1.36308562197
sars, genome 98 (rc)	29713	1.0	1.00003365644	1.36303974691	1.36308562197
sars, genome 99	29710	1.0	1.00003365983	1.36654325143	1.36658924905
sars, genome 99 (rc)	29710	1.0	1.00003365983	1.36654325143	1.36658924905
sars, genome 100	29725	1.0	1.00003364285	1.34230445753	1.34234961647
sars, genome 100 (rc)	29725	1.0	1.00003364285	1.34230445753	1.34234961647
sars, genome 101	29695	0.99925968301	1.00033687047	1.34939596864	1.35085059795
sars, genome 101 (rc)	29695	0.99925968301	1.00033687047	1.34939596864	1.35085059795
sars, genome 102	29714	1.0	1.0000336553	1.37309012587	1.37313633763
sars, genome 102 (rc)	29714	1.0	1.0000336553	1.37309012587	1.37313633763
sars, genome 103	29716	1.0	1.00016828784	1.38982366402	1.39005755444
sars, genome 103 (rc)	29716	1.0	1.00016828784	1.38982366402	1.39005755444
sars, genome 104	29661	1.0	1.0	1.34857219918	1.34857219918
sars, genome 104 (rc)	29661	1.0	1.0	1.34857219918	1.34857219918
sars, genome 105	29713	1.0	1.0	1.37986739811	1.37986739811
sars, genome 105 (rc)	29713	1.0	1.0	1.37986739811	1.37986739811
sars, genome 106	29722	1.0	1.0	1.3996366328	1.3996366328
sars, genome 106 (rc)	29722	1.0	1.0	1.3996366328	1.3996366328
sars, genome 107	29505	0.99119830685	1.00006778972	1.36056707092	1.37274175508
sars, genome 107 (rc)	29505	0.99119830685	1.00006778972	1.36056707092	1.37274175508
sars, genome 108	29670	1.0	1.0	1.37175598247	1.37175598247
sars, genome 108 (rc)	29670	1.0	1.0	1.37175598247	1.37175598247
sars, genome 109	29716	1.0	1.0	1.37972809261	1.37972809261
sars, genome 109 (rc)	29716	1.0	1.0	1.37972809261	1.37972809261
sars, genome 110	29647	1.0	1.0	1.3694471616	1.3694471616
sars, genome 110 (rc)	29647	1.0	1.0	1.3694471616	1.3694471616
sars, genome 111	29350	1.0	1.0	1.39352640545	1.39352640545
sars, genome 111 (rc)	29350	1.0	1.0	1.39352640545	1.39352640545
sars, genome 112	29350	1.0	1.0	1.39352640545	1.39352640545
sars, genome 112 (rc)	29350	1.0	1.0	1.39352640545	1.39352640545
sars, genome 113	29350	1.0	1.0	1.39352640545	1.39352640545
sars, genome 113 (rc)	29350	1.0	1.0	1.39352640545	1.39352640545
sars, genome 114	29350	1.0	1.0	1.39352640545	1.39352640545
sars, genome 114 (rc)	29350	1.0	1.0	1.39352640545	1.39352640545
sars, genome 115	29736	1.0	1.0	1.42924401399	1.42924401399
sars, genome 115 (rc)	29736	1.0	1.0	1.42924401399	1.42924401399
sars, genome 116	29683	1.0	1.0	1.41495131894	1.41495131894
sars, genome 116 (rc)	29683	1.0	1.0	1.41495131894	1.41495131894
sars, genome 117	29683	1.0	1.0	1.41495131894	1.41495131894
sars, genome 117 (rc)	29683	1.0	1.0	1.41495131894	1.41495131894
sars, genome 118	29765	1.0	1.0	1.42449185285	1.42449185285
sars, genome 118 (rc)	29765	1.0	1.0	1.42449185285	1.42449185285
sars, genome 119	29765	1.0	1.0	1.42449185285	1.42449185285
sars, genome 119 (rc)	29765	1.0	1.0	1.42449185285	1.42449185285
sars, genome 120	29736	1.0	1.0	1.42924401399	1.42924401399
sars, genome 120 (rc)	29736	1.0	1.0	1.42924401399	1.42924401399
sars, genome 121	29736	1.0	1.0	1.42924401399	1.42924401399
sars, genome 121 (rc)	29736	1.0	1.0	1.42924401399	1.42924401399
sars, genome 122	29729	1.0	1.0	1.37912476034	1.37912476034
sars, genome 122 (rc)	29729	1.0	1.0	1.37912476034	1.37912476034
sars, genome 123	29736	1.0	1.0	1.42924401399	1.42924401399
sars, genome 123 (rc)	29736	1.0	1.0	1.42924401399	1.42924401399
sars, genome 124	29736	1.0	1.0	1.42924401399	1.42924401399
sars, genome 124 (rc)	29736	1.0	1.0	1.42924401399	1.42924401399
sars, genome 125	29736	1.0	1.0	1.42924401399	1.42924401399
sars, genome 125 (rc)	29736	1.0	1.0	1.42924401399	1.42924401399
sars, genome 126	29709	1.0	1.0	1.39351711603	1.39351711603
sars, genome 126 (rc)	29709	1.0	1.0	1.39351711603	1.39351711603
sars, genome 127	29530	1.0	1.0	1.36471385032	1.36471385032
sars, genome 127 (rc)	29530	1.0	1.0	1.36471385032	1.36471385032
sars, genome 128	29699	1.0	1.0	1.38051786255	1.38051786255
sars, genome 128 (rc)	29699	1.0	1.0	1.38051786255	1.38051786255
sars, genome 129	29715	1.0	1.0	1.35621739862	1.35621739862
sars, genome 129 (rc)	29715	1.0	1.0	1.35621739862	1.35621739862
sars, genome 130	29720	1.0	1.0	1.39636608345	1.39636608345
sars, genome 130 (rc)	29720	1.0	1.0	1.39636608345	1.39636608345
sars, genome 131	29742	1.0	1.0	1.42895568556	1.42895568556
sars, genome 131 (rc)	29742	1.0	1.0	1.42895568556	1.42895568556
sars, genome 132	29727	1.0	1.0	1.39603727251	1.39603727251
sars, genome 132 (rc)	29727	1.0	1.0	1.39603727251	1.39603727251
sars, genome 133	29727	1.0	1.0	1.39603727251	1.39603727251
sars, genome 133 (rc)	29727	1.0	1.0	1.39603727251	1.39603727251
sars, genome 134	29749	1.0	1.0	1.381559044	1.381559044
sars, genome 134 (rc)	29749	1.0	1.0	1.381559044	1.381559044
sars, genome 135	29725	1.0	1.0	1.3826745164	1.3826745164
sars, genome 135 (rc)	29725	1.0	1.0	1.3826745164	1.3826745164
sars, genome 136	29715	1.0	1.00003365417	1.3528520949	1.35289762402
sars, genome 136 (rc)	29715	1.0	1.00003365417	1.3528520949	1.35289762402
sars, genome 137	29632	1.0	1.0	1.29589632829	1.29589632829
sars, genome 137 (rc)	29632	1.0	1.0	1.29589632829	1.29589632829
sars, genome 138	29727	1.0	1.0	1.39603727251	1.39603727251
sars, genome 138 (rc)	29727	1.0	1.0	1.39603727251	1.39603727251
sars, genome 139	29725	1.0	1.0	1.39613120269	1.39613120269
sars, genome 139 (rc)	29725	1.0	1.0	1.39613120269	1.39613120269
sars, genome 140	29705	1.0	1.0	1.35667396061	1.35667396061
sars, genome 140 (rc)	29705	1.0	1.0	1.35667396061	1.35667396061
sars, genome 141	29711	1.0	1.0	1.37322877049	1.37322877049
sars, genome 141 (rc)	29711	1.0	1.0	1.37322877049	1.37322877049
sars, genome 142	29740	1.0	1.0	1.42568930733	1.42568930733
sars, genome 142 (rc)	29740	1.0	1.0	1.42568930733	1.42568930733
