Genome	Num bases covered	Frac bases covered	Frac bases covered over unambig	Average coverage/depth	Average coverage/depth over unambig
marburg, genome 68 (rc)	19114	1.0	1.0	1.59045725646	1.59045725646
marburg, genome 69	19114	1.0	1.0	1.58522548917	1.58522548917
marburg, genome 69 (rc)	19114	1.0	1.0	1.58522548917	1.58522548917
marburg, genome 70	19114	1.0	1.0	1.57476195459	1.57476195459
marburg, genome 70 (rc)	19114	1.0	1.0	1.57476195459	1.57476195459
marburg, genome 71	19114	1.0	1.0	1.54337135084	1.54337135084
marburg, genome 71 (rc)	19114	1.0	1.0	1.54337135084	1.54337135084
marburg, genome 72	19114	1.0	1.0	1.55383488542	1.55383488542
marburg, genome 72 (rc)	19114	1.0	1.0	1.55383488542	1.55383488542
marburg, genome 73	19114	1.0	1.0	1.55383488542	1.55383488542
marburg, genome 73 (rc)	19114	1.0	1.0	1.55383488542	1.55383488542
marburg, genome 74	19114	1.0	1.0	1.55906665272	1.55906665272
marburg, genome 74 (rc)	19114	1.0	1.0	1.55906665272	1.55906665272
marburg, genome 75	19114	1.0	1.0	1.59045725646	1.59045725646
marburg, genome 75 (rc)	19114	1.0	1.0	1.59045725646	1.59045725646
marburg, genome 76	19114	1.0	1.0	1.59045725646	1.59045725646
marburg, genome 76 (rc)	19114	1.0	1.0	1.59045725646	1.59045725646
marburg, genome 77	19114	1.0	1.0	1.03065815633	1.03065815633
marburg, genome 77 (rc)	19114	1.0	1.0	1.03065815633	1.03065815633
