Genome	Num bases covered	Frac bases covered	Frac bases covered over unambig	Average coverage/depth	Average coverage/depth over unambig
mers, genome 24 (rc)	30117	1.0	1.0	1.84613341302	1.84613341302
mers, genome 25	29890	1.0	1.0	1.73971227835	1.73971227835
mers, genome 25 (rc)	29890	1.0	1.0	1.73971227835	1.73971227835
mers, genome 26	29908	1.0	1.0	1.70857295707	1.70857295707
mers, genome 26 (rc)	29908	1.0	1.0	1.70857295707	1.70857295707
mers, genome 27	30123	1.0	1.0	1.85904458387	1.85904458387
mers, genome 27 (rc)	30123	1.0	1.0	1.85904458387	1.85904458387
mers, genome 28	30123	1.0	1.00006639886	1.85904458387	1.85916802231
mers, genome 28 (rc)	30123	1.0	1.00006639886	1.85904458387	1.85916802231
mers, genome 29	30111	1.0	1.00009964129	1.14243964	1.14255347416
mers, genome 29 (rc)	30111	1.0	1.00009964129	1.14243964	1.14255347416
mers, genome 30	30094	1.0	1.0	1.80434638134	1.80434638134
mers, genome 30 (rc)	30094	1.0	1.0	1.80434638134	1.80434638134
mers, genome 31	30113	1.0	1.0	1.83973699067	1.83973699067
mers, genome 31 (rc)	30113	1.0	1.0	1.83973699067	1.83973699067
mers, genome 32	30114	1.0	1.0	1.84299661287	1.84299661287
mers, genome 32 (rc)	30114	1.0	1.0	1.84299661287	1.84299661287
mers, genome 33	30113	1.0	1.0	1.83973699067	1.83973699067
mers, genome 33 (rc)	30113	1.0	1.0	1.83973699067	1.83973699067
mers, genome 34	30054	1.0	1.0	1.77014706861	1.77014706861
mers, genome 34 (rc)	30054	1.0	1.0	1.77014706861	1.77014706861
mers, genome 35	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 35 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 36	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 36 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 37	30055	1.0	1.00003327344	1.77341540509	1.77347441272
mers, genome 37 (rc)	30055	1.0	1.00003327344	1.77341540509	1.77347441272
mers, genome 38	30055	1.0	1.0000665491	1.77341540509	1.77353342428
mers, genome 38 (rc)	30055	1.0	1.0000665491	1.77341540509	1.77353342428
mers, genome 39	30055	1.0	1.0	1.77008817169	1.77008817169
mers, genome 39 (rc)	30055	1.0	1.0	1.77008817169	1.77008817169
mers, genome 40	30055	1.0	1.00003327344	1.77341540509	1.77347441272
mers, genome 40 (rc)	30055	1.0	1.00003327344	1.77341540509	1.77347441272
mers, genome 41	30055	1.0	1.00003327344	1.77341540509	1.77347441272
mers, genome 41 (rc)	30055	1.0	1.00003327344	1.77341540509	1.77347441272
mers, genome 42	30054	1.0	1.0	1.77014706861	1.77014706861
mers, genome 42 (rc)	30054	1.0	1.0	1.77014706861	1.77014706861
mers, genome 43	30086	1.0	1.0	1.79153094463	1.79153094463
mers, genome 43 (rc)	30086	1.0	1.0	1.79153094463	1.79153094463
mers, genome 44	30090	1.0	1.00019944156	1.80126287803	1.80162212472
mers, genome 44 (rc)	30090	1.0	1.00019944156	1.80126287803	1.80162212472
mers, genome 45	30119	1.0	1.0	1.79620837345	1.79620837345
mers, genome 45 (rc)	30119	1.0	1.0	1.79620837345	1.79620837345
mers, genome 46	30030	1.0	1.00003330114	1.75491175491	1.75497019548
mers, genome 46 (rc)	30030	1.0	1.00003330114	1.75491175491	1.75497019548
mers, genome 47	30112	1.0	1.0	1.82983528162	1.82983528162
mers, genome 47 (rc)	30112	1.0	1.0	1.82983528162	1.82983528162
mers, genome 48	30111	1.0	1.0	1.82657500581	1.82657500581
mers, genome 48 (rc)	30111	1.0	1.0	1.82657500581	1.82657500581
mers, genome 49	29901	1.0	1.0	1.71566168356	1.71566168356
mers, genome 49 (rc)	29901	1.0	1.0	1.71566168356	1.71566168356
mers, genome 50	30423	1.0	1.0	1.01239194031	1.01239194031
mers, genome 50 (rc)	30423	1.0	1.0	1.01239194031	1.01239194031
mers, genome 51	30119	1.0	1.0	1.79620837345	1.79620837345
mers, genome 51 (rc)	30119	1.0	1.0	1.79620837345	1.79620837345
mers, genome 52	19702	1.0	1.0	1.83737691605	1.83737691605
mers, genome 52 (rc)	19702	1.0	1.0	1.83737691605	1.83737691605
mers, genome 53	11941	1.0	1.0	2.00988191944	2.00988191944
mers, genome 53 (rc)	11941	1.0	1.0	2.00988191944	2.00988191944
mers, genome 54	19013	1.0	1.0	1.80928838163	1.80928838163
mers, genome 54 (rc)	19013	1.0	1.0	1.80928838163	1.80928838163
mers, genome 55	20945	1.0	1.0	1.77608021007	1.77608021007
mers, genome 55 (rc)	20945	1.0	1.0	1.77608021007	1.77608021007
mers, genome 56	6417	1.0	1.0	1.55836060464	1.55836060464
mers, genome 56 (rc)	6417	1.0	1.0	1.55836060464	1.55836060464
mers, genome 57	10713	1.0	1.0	1.9975730421	1.9975730421
mers, genome 57 (rc)	10713	1.0	1.0	1.9975730421	1.9975730421
mers, genome 58	9884	1.0	1.0	2.02347227843	2.02347227843
mers, genome 58 (rc)	9884	1.0	1.0	2.02347227843	2.02347227843
mers, genome 59	11888	1.0	1.0	1.99360699865	1.99360699865
mers, genome 59 (rc)	11888	1.0	1.0	1.99360699865	1.99360699865
mers, genome 60	29927	1.0	1.0	1.72753700672	1.72753700672
mers, genome 60 (rc)	29927	1.0	1.0	1.72753700672	1.72753700672
mers, genome 61	30055	1.0	1.00003327344	1.77341540509	1.77347441272
mers, genome 61 (rc)	30055	1.0	1.00003327344	1.77341540509	1.77347441272
mers, genome 62	30055	1.0	1.00003327344	1.77341540509	1.77347441272
mers, genome 62 (rc)	30055	1.0	1.00003327344	1.77341540509	1.77347441272
mers, genome 63	20945	1.0	1.0	1.77608021007	1.77608021007
mers, genome 63 (rc)	20945	1.0	1.0	1.77608021007	1.77608021007
mers, genome 64	11924	1.0	1.0	2.0043609527	2.0043609527
mers, genome 64 (rc)	11924	1.0	1.0	2.0043609527	2.0043609527
mers, genome 65	29977	1.0	1.0	1.74467091437	1.74467091437
mers, genome 65 (rc)	29977	1.0	1.0	1.74467091437	1.74467091437
mers, genome 66	11861	1.0	1.0	1.98971418936	1.98971418936
mers, genome 66 (rc)	11861	1.0	1.0	1.98971418936	1.98971418936
mers, genome 67	28027	1.0	1.0	1.74474613765	1.74474613765
mers, genome 67 (rc)	28027	1.0	1.0	1.74474613765	1.74474613765
mers, genome 68	12405	1.0	1.0	1.95888754534	1.95888754534
mers, genome 68 (rc)	12405	1.0	1.0	1.95888754534	1.95888754534
mers, genome 69	30054	1.0	1.0	1.77347441272	1.77347441272
mers, genome 69 (rc)	30054	1.0	1.0	1.77347441272	1.77347441272
mers, genome 70	29928	1.0	1.0	1.73082063619	1.73082063619
mers, genome 70 (rc)	29928	1.0	1.0	1.73082063619	1.73082063619
mers, genome 71	8130	1.0	1.0	1.53751537515	1.53751537515
mers, genome 71 (rc)	8130	1.0	1.0	1.53751537515	1.53751537515
mers, genome 72	29989	1.0	1.0	1.74730734603	1.74730734603
mers, genome 72 (rc)	29989	1.0	1.0	1.74730734603	1.74730734603
mers, genome 73	7210	1.0	1.0	1.87239944521	1.87239944521
mers, genome 73 (rc)	7210	1.0	1.0	1.87239944521	1.87239944521
mers, genome 74	8234	1.0	1.0	1.8217148409	1.8217148409
mers, genome 74 (rc)	8234	1.0	1.0	1.8217148409	1.8217148409
mers, genome 75	29760	1.0	1.0	1.7002688172	1.7002688172
mers, genome 75 (rc)	29760	1.0	1.0	1.7002688172	1.7002688172
mers, genome 76	29795	1.0	1.0	1.71169659339	1.71169659339
mers, genome 76 (rc)	29795	1.0	1.0	1.71169659339	1.71169659339
mers, genome 77	29904	1.0	1.0	1.72552166934	1.72552166934
mers, genome 77 (rc)	29904	1.0	1.0	1.72552166934	1.72552166934
mers, genome 78	29904	1.0	1.0	1.72552166934	1.72552166934
mers, genome 78 (rc)	29904	1.0	1.0	1.72552166934	1.72552166934
mers, genome 79	29795	1.0	1.0	1.71169659339	1.71169659339
mers, genome 79 (rc)	29795	1.0	1.0	1.71169659339	1.71169659339
mers, genome 80	29874	1.0	1.0	1.71386489924	1.71386489924
mers, genome 80 (rc)	29874	1.0	1.0	1.71386489924	1.71386489924
mers, genome 81	29904	1.0	1.0	1.72552166934	1.72552166934
mers, genome 81 (rc)	29904	1.0	1.0	1.72552166934	1.72552166934
mers, genome 82	30055	1.0	1.0	1.76676093828	1.76676093828
mers, genome 82 (rc)	30055	1.0	1.0	1.76676093828	1.76676093828
mers, genome 83	30055	1.0	1.0	1.76676093828	1.76676093828
mers, genome 83 (rc)	30055	1.0	1.0	1.76676093828	1.76676093828
mers, genome 84	28918	1.0	1.0	1.70482052701	1.70482052701
mers, genome 84 (rc)	28918	1.0	1.0	1.70482052701	1.70482052701
mers, genome 85	9186	1.0	1.0	1.77443936425	1.77443936425
mers, genome 85 (rc)	9186	1.0	1.0	1.77443936425	1.77443936425
mers, genome 86	5304	1.0	1.00018857251	1.60256410256	1.60286630209
mers, genome 86 (rc)	5304	1.0	1.00018857251	1.60256410256	1.60286630209
mers, genome 87	8531	1.0	1.0	1.77001523854	1.77001523854
mers, genome 87 (rc)	8531	1.0	1.0	1.77001523854	1.77001523854
mers, genome 88	29896	1.0	1.0	1.7126036928	1.7126036928
mers, genome 88 (rc)	29896	1.0	1.0	1.7126036928	1.7126036928
mers, genome 89	8554	1.0	1.0	1.8821603928	1.8821603928
mers, genome 89 (rc)	8554	1.0	1.0	1.8821603928	1.8821603928
mers, genome 90	8547	1.0	1.0	1.8486018486	1.8486018486
mers, genome 90 (rc)	8547	1.0	1.0	1.8486018486	1.8486018486
mers, genome 91	8555	1.0	1.0	1.89362945646	1.89362945646
mers, genome 91 (rc)	8555	1.0	1.0	1.89362945646	1.89362945646
mers, genome 92	8550	1.0	1.0	1.85964912281	1.85964912281
mers, genome 92 (rc)	8550	1.0	1.0	1.85964912281	1.85964912281
mers, genome 93	8543	1.0	1.0	1.83776191034	1.83776191034
mers, genome 93 (rc)	8543	1.0	1.0	1.83776191034	1.83776191034
mers, genome 94	8540	1.0	1.0	1.8149882904	1.8149882904
mers, genome 94 (rc)	8540	1.0	1.0	1.8149882904	1.8149882904
mers, genome 95	8532	1.0	1.0	1.79324894515	1.79324894515
mers, genome 95 (rc)	8532	1.0	1.0	1.79324894515	1.79324894515
mers, genome 96	8538	1.0	1.0	1.80370110096	1.80370110096
mers, genome 96 (rc)	8538	1.0	1.0	1.80370110096	1.80370110096
mers, genome 97	4001	1.0	1.0	1.99950012497	1.99950012497
mers, genome 97 (rc)	4001	1.0	1.0	1.99950012497	1.99950012497
mers, genome 98	2382	1.0	1.0	1.84718723762	1.84718723762
mers, genome 98 (rc)	2382	1.0	1.0	1.84718723762	1.84718723762
mers, genome 99	8551	1.0	1.0	1.87112618407	1.87112618407
mers, genome 99 (rc)	8551	1.0	1.0	1.87112618407	1.87112618407
mers, genome 100	4202	1.0	1.0	1.61827701095	1.61827701095
mers, genome 100 (rc)	4202	1.0	1.0	1.61827701095	1.61827701095
mers, genome 101	8521	1.0	1.0	1.74862105387	1.74862105387
mers, genome 101 (rc)	8521	1.0	1.0	1.74862105387	1.74862105387
mers, genome 102	8540	1.0	1.0	1.8149882904	1.8149882904
mers, genome 102 (rc)	8540	1.0	1.0	1.8149882904	1.8149882904
mers, genome 103	8541	1.0	1.0	1.82648401826	1.82648401826
mers, genome 103 (rc)	8541	1.0	1.0	1.82648401826	1.82648401826
mers, genome 104	8528	1.0	1.0	1.77063789869	1.77063789869
mers, genome 104 (rc)	8528	1.0	1.0	1.77063789869	1.77063789869
mers, genome 105	5304	1.0	1.00018857251	1.60256410256	1.60286630209
mers, genome 105 (rc)	5304	1.0	1.00018857251	1.60256410256	1.60286630209
mers, genome 106	3754	1.0	1.0	1.83803942461	1.83803942461
mers, genome 106 (rc)	3754	1.0	1.0	1.83803942461	1.83803942461
mers, genome 107	29806	1.0	1.0	1.72112997383	1.72112997383
mers, genome 107 (rc)	29806	1.0	1.0	1.72112997383	1.72112997383
mers, genome 108	29806	1.0	1.0	1.72112997383	1.72112997383
mers, genome 108 (rc)	29806	1.0	1.0	1.72112997383	1.72112997383
mers, genome 109	30032	1.0	1.0	1.75479488546	1.75479488546
mers, genome 109 (rc)	30032	1.0	1.0	1.75479488546	1.75479488546
mers, genome 110	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 110 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 111	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 111 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 112	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 112 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 113	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 113 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 114	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 114 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 115	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 115 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 116	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 116 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 117	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 117 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 118	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 118 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 119	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 119 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 120	30055	1.0	1.00003327344	1.77341540509	1.77347441272
mers, genome 120 (rc)	30055	1.0	1.00003327344	1.77341540509	1.77347441272
mers, genome 121	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 121 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 122	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 122 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 123	30055	1.0	1.00003327344	1.77341540509	1.77347441272
mers, genome 123 (rc)	30055	1.0	1.00003327344	1.77341540509	1.77347441272
mers, genome 124	29559	1.0	1.0	1.67123380358	1.67123380358
mers, genome 124 (rc)	29559	1.0	1.0	1.67123380358	1.67123380358
mers, genome 125	29559	1.0	1.0	1.67123380358	1.67123380358
mers, genome 125 (rc)	29559	1.0	1.0	1.67123380358	1.67123380358
mers, genome 126	29559	1.0	1.00003383179	1.67123380358	1.67129034441
mers, genome 126 (rc)	29559	1.0	1.00003383179	1.67123380358	1.67129034441
mers, genome 127	29559	1.0	1.0	1.67123380358	1.67123380358
mers, genome 127 (rc)	29559	1.0	1.0	1.67123380358	1.67123380358
mers, genome 128	29559	1.0	1.0	1.67123380358	1.67123380358
mers, genome 128 (rc)	29559	1.0	1.0	1.67123380358	1.67123380358
mers, genome 129	29559	1.0	1.0	1.67123380358	1.67123380358
mers, genome 129 (rc)	29559	1.0	1.0	1.67123380358	1.67123380358
mers, genome 130	29559	1.0	1.0	1.67461686796	1.67461686796
mers, genome 130 (rc)	29559	1.0	1.0	1.67461686796	1.67461686796
mers, genome 131	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 131 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 132	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 132 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 133	30024	1.0	1.0000333078	1.7486011191	1.74865936116
mers, genome 133 (rc)	30024	1.0	1.0000333078	1.7486011191	1.74865936116
mers, genome 134	30024	1.0	1.0000333078	1.7486011191	1.74865936116
mers, genome 134 (rc)	30024	1.0	1.0000333078	1.7486011191	1.74865936116
mers, genome 135	29908	1.0	1.0	1.70857295707	1.70857295707
mers, genome 135 (rc)	29908	1.0	1.0	1.70857295707	1.70857295707
mers, genome 136	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 136 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 137	30055	1.0	1.0000665491	1.77341540509	1.77353342428
mers, genome 137 (rc)	30055	1.0	1.0000665491	1.77341540509	1.77353342428
mers, genome 138	29475	0.989592076549	1.00027149014	1.66191035756	1.67984525062
mers, genome 138 (rc)	29475	0.989592076549	1.00027149014	1.66191035756	1.67984525062
mers, genome 139	30055	1.0	1.00019967387	1.77341540509	1.7737695098
mers, genome 139 (rc)	30055	1.0	1.00019967387	1.77341540509	1.7737695098
mers, genome 140	30049	1.0	1.0	1.76045791873	1.76045791873
mers, genome 140 (rc)	30049	1.0	1.0	1.76045791873	1.76045791873
mers, genome 141	29338	1.0	1.0	1.64632899311	1.64632899311
mers, genome 141 (rc)	29338	1.0	1.0	1.64632899311	1.64632899311
mers, genome 142	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 142 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 143	30025	1.0	1.00003330669	1.74854288093	1.7486011191
mers, genome 143 (rc)	30025	1.0	1.00003330669	1.74854288093	1.7486011191
mers, genome 144	30049	1.0	1.0	1.7538021232	1.7538021232
mers, genome 144 (rc)	30049	1.0	1.0	1.7538021232	1.7538021232
mers, genome 145	30024	1.0	2.60851433536	1.38222755129	3.60556038228
mers, genome 145 (rc)	30024	1.0	2.60851433536	1.38222755129	3.60556038228
mers, genome 146	29787	1.0	1.00020147074	1.70879914056	1.70914341359
mers, genome 146 (rc)	29787	1.0	1.00020147074	1.70879914056	1.70914341359
mers, genome 147	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 147 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 148	30055	1.0	1.00003327344	1.7767426385	1.77680175684
mers, genome 148 (rc)	30055	1.0	1.00003327344	1.7767426385	1.77680175684
mers, genome 149	30054	1.0	1.0	1.77014706861	1.77014706861
mers, genome 149 (rc)	30054	1.0	1.0	1.77014706861	1.77014706861
mers, genome 150	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 150 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 151	27890	1.0	1.00003585643	1.67084976694	1.67090967765
mers, genome 151 (rc)	27890	1.0	1.00003585643	1.67084976694	1.67090967765
mers, genome 152	30055	1.0	1.0000665491	1.77341540509	1.77353342428
mers, genome 152 (rc)	30055	1.0	1.0000665491	1.77341540509	1.77353342428
mers, genome 153	30055	1.0	1.00003327344	1.77341540509	1.77347441272
mers, genome 153 (rc)	30055	1.0	1.00003327344	1.77341540509	1.77347441272
mers, genome 154	27241	1.0	1.00003671072	1.76572078852	1.7657856094
mers, genome 154 (rc)	27241	1.0	1.00003671072	1.76572078852	1.7657856094
mers, genome 155	22229	1.0	1.0000449883	1.78595528364	1.78603563074
mers, genome 155 (rc)	22229	1.0	1.0000449883	1.78595528364	1.78603563074
mers, genome 156	22639	1.0	1.00008835093	1.81545121251	1.81561160931
mers, genome 156 (rc)	22639	1.0	1.00008835093	1.81545121251	1.81561160931
mers, genome 157	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 157 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 158	14105	1.0	1.00007090187	1.91421481744	1.91435053885
mers, genome 158 (rc)	14105	1.0	1.00007090187	1.91421481744	1.91435053885
mers, genome 159	13861	1.0	1.0	2.03448524637	2.03448524637
mers, genome 159 (rc)	13861	1.0	1.0	2.03448524637	2.03448524637
mers, genome 160	9633	1.0	1.0	1.6505761445	1.6505761445
mers, genome 160 (rc)	9633	1.0	1.0	1.6505761445	1.6505761445
mers, genome 161	11292	1.0	1.0	1.61176053843	1.61176053843
mers, genome 161 (rc)	11292	1.0	1.0	1.61176053843	1.61176053843
mers, genome 162	21689	1.0	1.00041512915	1.65982756236	1.66051660517
mers, genome 162 (rc)	21689	1.0	1.00041512915	1.65982756236	1.66051660517
mers, genome 163	30038	1.0	1.0	1.77108995273	1.77108995273
mers, genome 163 (rc)	30038	1.0	1.0	1.77108995273	1.77108995273
mers, genome 164	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 164 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 165	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 165 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 166	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 166 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 167	30054	1.0	1.0	1.77014706861	1.77014706861
mers, genome 167 (rc)	30054	1.0	1.0	1.77014706861	1.77014706861
mers, genome 168	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 168 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 169	30033	0.999833544177	1.00003329782	1.76776083627	1.76811401172
mers, genome 169 (rc)	30033	0.999833544177	1.00003329782	1.76776083627	1.76811401172
mers, genome 170	30054	1.0	1.00003327455	1.77014706861	1.77020596945
mers, genome 170 (rc)	30054	1.0	1.00003327455	1.77014706861	1.77020596945
mers, genome 171	30054	1.0	1.0	1.77014706861	1.77014706861
mers, genome 171 (rc)	30054	1.0	1.0	1.77014706861	1.77014706861
mers, genome 172	30053	1.0	1.0	1.76687851462	1.76687851462
mers, genome 172 (rc)	30053	1.0	1.0	1.76687851462	1.76687851462
mers, genome 173	12942	1.0	1.0	1.69989182507	1.69989182507
mers, genome 173 (rc)	12942	1.0	1.0	1.69989182507	1.69989182507
mers, genome 174	18643	1.0	1.0	1.85592447567	1.85592447567
mers, genome 174 (rc)	18643	1.0	1.0	1.85592447567	1.85592447567
mers, genome 175	30054	1.0	1.0	1.77014706861	1.77014706861
mers, genome 175 (rc)	30054	1.0	1.0	1.77014706861	1.77014706861
mers, genome 176	30054	1.0	1.0	1.77014706861	1.77014706861
mers, genome 176 (rc)	30054	1.0	1.0	1.77014706861	1.77014706861
mers, genome 177	30055	1.0	1.0	1.77008817169	1.77008817169
mers, genome 177 (rc)	30055	1.0	1.0	1.77008817169	1.77008817169
mers, genome 178	28127	1.0	1.0	1.75987485334	1.75987485334
mers, genome 178 (rc)	28127	1.0	1.0	1.75987485334	1.75987485334
mers, genome 179	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 179 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 180	29863	1.0	1.0	1.7178448247	1.7178448247
mers, genome 180 (rc)	29863	1.0	1.0	1.7178448247	1.7178448247
mers, genome 181	28375	1.0	1.0	1.75859030837	1.75859030837
mers, genome 181 (rc)	28375	1.0	1.0	1.75859030837	1.75859030837
mers, genome 182	21403	1.0	1.0	1.7567630706	1.7567630706
mers, genome 182 (rc)	21403	1.0	1.0	1.7567630706	1.7567630706
mers, genome 183	22029	1.0	1.0	1.7840119842	1.7840119842
mers, genome 183 (rc)	22029	1.0	1.0	1.7840119842	1.7840119842
mers, genome 184	13327	1.0	1.0	1.74082689277	1.74082689277
mers, genome 184 (rc)	13327	1.0	1.0	1.74082689277	1.74082689277
mers, genome 185	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 185 (rc)	30055	1.0	1.0	1.77341540509	1.77341540509
mers, genome 186	29279	1.0	1.0	1.69063151064	1.69063151064
mers, genome 186 (rc)	29279	1.0	1.0	1.69063151064	1.69063151064
mers, genome 187	29747	1.0	1.0	1.75479880324	1.75479880324
mers, genome 187 (rc)	29747	1.0	1.0	1.75479880324	1.75479880324
mers, genome 188	30055	1.0	1.00003327344	1.77341540509	1.77347441272
mers, genome 188 (rc)	30055	1.0	1.00003327344	1.77341540509	1.77347441272
mers, genome 189	18795	1.0	1.00031933578	1.75046554935	1.75102453563
mers, genome 189 (rc)	18795	1.0	1.00031933578	1.75046554935	1.75102453563
mers, genome 190	30055	1.0	1.0000665491	1.77341540509	1.77353342428
mers, genome 190 (rc)	30055	1.0	1.0000665491	1.77341540509	1.77353342428
mers, genome 191	29180	1.0	1.00003427122	1.69294037012	1.69299838925
