Genome	Num bases covered	Frac bases covered	Frac bases covered over unambig	Average coverage/depth	Average coverage/depth over unambig
hepatitis_a, genome 24 (rc)	7472	1.0	1.0	1.57922912206	1.57922912206
hepatitis_a, genome 25	7478	1.0	1.0	1.61807970045	1.61807970045
hepatitis_a, genome 25 (rc)	7478	1.0	1.0	1.61807970045	1.61807970045
hepatitis_a, genome 26	7492	1.0	1.0	2.26908702616	2.26908702616
hepatitis_a, genome 26 (rc)	7492	1.0	1.0	2.26908702616	2.26908702616
hepatitis_a, genome 27	7386	1.0	1.0	1.6382344977	1.6382344977
hepatitis_a, genome 27 (rc)	7386	1.0	1.0	1.6382344977	1.6382344977
hepatitis_a, genome 28	7492	1.0	1.0	2.20234917245	2.20234917245
hepatitis_a, genome 28 (rc)	7492	1.0	1.0	2.20234917245	2.20234917245
hepatitis_a, genome 29	7492	1.0	1.00040058753	2.17565403097	2.17652557084
hepatitis_a, genome 29 (rc)	7492	1.0	1.00040058753	2.17565403097	2.17652557084
hepatitis_a, genome 30	7487	1.0	1.0	2.096968078	2.096968078
hepatitis_a, genome 30 (rc)	7487	1.0	1.0	2.096968078	2.096968078
hepatitis_a, genome 31	7414	1.0	1.0	1.09252765039	1.09252765039
hepatitis_a, genome 31 (rc)	7414	1.0	1.0	1.09252765039	1.09252765039
hepatitis_a, genome 32	7492	1.0	1.00013349353	2.29578216765	2.2960886397
hepatitis_a, genome 32 (rc)	7492	1.0	1.00013349353	2.29578216765	2.2960886397
hepatitis_a, genome 33	7492	1.0	1.0	2.30912973839	2.30912973839
hepatitis_a, genome 33 (rc)	7492	1.0	1.0	2.30912973839	2.30912973839
