dataset	mismatches	cover_extension	num_probes
adeno-associated_dependoparvovirus_b	2	0	107
adeno-associated_dependoparvovirus_b	2	10	88
adeno-associated_dependoparvovirus_b	2	20	74
adeno-associated_dependoparvovirus_b	2	30	64
adeno-associated_dependoparvovirus_b	2	40	52
adeno-associated_dependoparvovirus_b	2	50	44
adeno-associated_dependoparvovirus_b	3	0	104
adeno-associated_dependoparvovirus_b	3	10	86
adeno-associated_dependoparvovirus_b	3	20	72
adeno-associated_dependoparvovirus_b	3	30	57
adeno-associated_dependoparvovirus_b	3	40	48
adeno-associated_dependoparvovirus_b	3	50	41
adeno-associated_dependoparvovirus_b	4	0	95
adeno-associated_dependoparvovirus_b	4	10	77
adeno-associated_dependoparvovirus_b	4	20	68
adeno-associated_dependoparvovirus_b	4	30	53
adeno-associated_dependoparvovirus_b	4	40	49
adeno-associated_dependoparvovirus_b	4	50	40
adeno-associated_dependoparvovirus_b	5	0	98
adeno-associated_dependoparvovirus_b	5	10	81
adeno-associated_dependoparvovirus_b	5	20	66
adeno-associated_dependoparvovirus_b	5	30	58
adeno-associated_dependoparvovirus_b	5	40	51
adeno-associated_dependoparvovirus_b	5	50	41
adeno-associated_dependoparvovirus_b	6	0	94
adeno-associated_dependoparvovirus_b	6	10	80
adeno-associated_dependoparvovirus_b	6	20	64
adeno-associated_dependoparvovirus_b	6	30	53
adeno-associated_dependoparvovirus_b	6	40	49
adeno-associated_dependoparvovirus_b	6	50	42
adeno-associated_dependoparvovirus_b	7	0	89
adeno-associated_dependoparvovirus_b	7	10	80
adeno-associated_dependoparvovirus_b	7	20	65
adeno-associated_dependoparvovirus_b	7	30	53
adeno-associated_dependoparvovirus_b	7	40	49
adeno-associated_dependoparvovirus_b	7	50	38
adeno-associated_dependoparvovirus_b	8	0	89
adeno-associated_dependoparvovirus_b	8	10	80
adeno-associated_dependoparvovirus_b	8	20	68
adeno-associated_dependoparvovirus_b	8	30	50
adeno-associated_dependoparvovirus_b	8	40	48
adeno-associated_dependoparvovirus_b	8	50	38
aedes_flavivirus	0	0	487
aedes_flavivirus	0	10	491
aedes_flavivirus	0	20	375
aedes_flavivirus	0	30	288
aedes_flavivirus	0	40	237
aedes_flavivirus	0	50	197
aedes_flavivirus	1	0	414
aedes_flavivirus	1	10	423
aedes_flavivirus	1	20	310
aedes_flavivirus	1	30	241
aedes_flavivirus	1	40	207
aedes_flavivirus	1	50	169
aedes_flavivirus	2	0	381
aedes_flavivirus	2	10	376
aedes_flavivirus	2	20	282
aedes_flavivirus	2	30	221
aedes_flavivirus	2	40	191
aedes_flavivirus	2	50	163
aedes_flavivirus	3	0	352
aedes_flavivirus	3	10	341
aedes_flavivirus	3	20	255
aedes_flavivirus	3	30	205
aedes_flavivirus	3	40	172
aedes_flavivirus	3	50	140
aedes_flavivirus	4	0	324
aedes_flavivirus	4	10	310
aedes_flavivirus	4	20	234
aedes_flavivirus	4	30	178
aedes_flavivirus	4	40	150
aedes_flavivirus	4	50	126
aedes_flavivirus	5	0	307
aedes_flavivirus	5	10	296
aedes_flavivirus	5	20	230
aedes_flavivirus	5	30	164
aedes_flavivirus	5	40	134
aedes_flavivirus	5	50	119
aedes_flavivirus	6	0	296
aedes_flavivirus	6	10	281
aedes_flavivirus	6	20	202
aedes_flavivirus	6	30	155
aedes_flavivirus	6	40	130
aedes_flavivirus	6	50	105
aedes_flavivirus	7	0	286
aedes_flavivirus	7	10	273
aedes_flavivirus	7	20	200
aedes_flavivirus	7	30	148
aedes_flavivirus	7	40	126
aedes_flavivirus	7	50	109
aedes_flavivirus	8	0	280
aedes_flavivirus	8	10	273
aedes_flavivirus	8	20	196
aedes_flavivirus	8	30	140
aedes_flavivirus	8	40	117
aedes_flavivirus	8	50	100
african_green_monkey_simian_foamy	0	0	374
african_green_monkey_simian_foamy	0	10	382
african_green_monkey_simian_foamy	0	20	302
african_green_monkey_simian_foamy	0	30	242
african_green_monkey_simian_foamy	0	40	210
african_green_monkey_simian_foamy	0	50	169
african_green_monkey_simian_foamy	1	0	365
african_green_monkey_simian_foamy	1	10	384
african_green_monkey_simian_foamy	1	20	300
african_green_monkey_simian_foamy	1	30	252
african_green_monkey_simian_foamy	1	40	209
african_green_monkey_simian_foamy	1	50	171
african_green_monkey_simian_foamy	2	0	364
african_green_monkey_simian_foamy	2	10	374
african_green_monkey_simian_foamy	2	20	296
african_green_monkey_simian_foamy	2	30	238
african_green_monkey_simian_foamy	2	40	198
african_green_monkey_simian_foamy	2	50	163
african_green_monkey_simian_foamy	3	0	360
african_green_monkey_simian_foamy	3	10	363
african_green_monkey_simian_foamy	3	20	291
african_green_monkey_simian_foamy	3	30	235
african_green_monkey_simian_foamy	3	40	198
african_green_monkey_simian_foamy	3	50	165
african_green_monkey_simian_foamy	4	0	351
african_green_monkey_simian_foamy	4	10	365
african_green_monkey_simian_foamy	4	20	277
african_green_monkey_simian_foamy	4	30	230
african_green_monkey_simian_foamy	4	40	195
african_green_monkey_simian_foamy	4	50	154
african_green_monkey_simian_foamy	5	0	349
african_green_monkey_simian_foamy	5	10	351
african_green_monkey_simian_foamy	5	20	266
african_green_monkey_simian_foamy	5	30	209
african_green_monkey_simian_foamy	5	40	181
african_green_monkey_simian_foamy	5	50	150
african_green_monkey_simian_foamy	6	0	345
african_green_monkey_simian_foamy	6	10	348
african_green_monkey_simian_foamy	6	20	269
african_green_monkey_simian_foamy	6	30	217
african_green_monkey_simian_foamy	6	40	178
african_green_monkey_simian_foamy	6	50	148
african_green_monkey_simian_foamy	7	0	342
african_green_monkey_simian_foamy	7	10	338
african_green_monkey_simian_foamy	7	20	262
african_green_monkey_simian_foamy	7	30	215
african_green_monkey_simian_foamy	7	40	184
african_green_monkey_simian_foamy	7	50	146
african_green_monkey_simian_foamy	8	0	327
african_green_monkey_simian_foamy	8	10	332
african_green_monkey_simian_foamy	8	20	255
african_green_monkey_simian_foamy	8	30	210
african_green_monkey_simian_foamy	8	40	173
african_green_monkey_simian_foamy	8	50	145
aguacate	0	0	801
aguacate	0	10	859
aguacate	0	20	657
aguacate	0	30	539
aguacate	0	40	464
aguacate	0	50	376
aguacate	1	0	807
aguacate	1	10	853
aguacate	1	20	679
aguacate	1	30	539
aguacate	1	40	452
aguacate	1	50	371
aguacate	2	0	804
aguacate	2	10	839
aguacate	2	20	655
aguacate	2	30	530
aguacate	2	40	461
aguacate	2	50	378
aguacate	3	0	793
aguacate	3	10	823
aguacate	3	20	648
aguacate	3	30	535
aguacate	3	40	452
aguacate	3	50	361
aguacate	4	0	775
aguacate	4	10	826
aguacate	4	20	637
aguacate	4	30	523
aguacate	4	40	435
aguacate	4	50	359
aguacate	5	0	767
aguacate	5	10	819
aguacate	5	20	629
aguacate	5	30	516
aguacate	5	40	448
aguacate	5	50	356
aguacate	6	0	761
aguacate	6	10	805
aguacate	6	20	629
aguacate	6	30	509
aguacate	6	40	423
aguacate	6	50	340
aguacate	7	0	752
aguacate	7	10	805
aguacate	7	20	623
aguacate	7	30	504
aguacate	7	40	419
aguacate	7	50	353
aguacate	8	0	744
aguacate	8	10	783
aguacate	8	20	597
aguacate	8	30	492
aguacate	8	40	413
aguacate	8	50	343
aichivirus_a	0	0	2455
aichivirus_a	0	10	2449
aichivirus_a	0	20	1863
aichivirus_a	0	30	1542
aichivirus_a	0	40	1284
aichivirus_a	0	50	1054
aichivirus_a	1	0	2130
aichivirus_a	1	10	2033
aichivirus_a	1	20	1555
aichivirus_a	1	30	1239
aichivirus_a	1	40	1037
aichivirus_a	1	50	860
aichivirus_a	2	0	1811
aichivirus_a	2	10	1704
aichivirus_a	2	20	1274
aichivirus_a	2	30	1040
aichivirus_a	2	40	839
aichivirus_a	2	50	664
aichivirus_a	3	0	1552
aichivirus_a	3	10	1444
aichivirus_a	3	20	1091
aichivirus_a	3	30	873
aichivirus_a	3	40	756
aichivirus_a	3	50	623
aichivirus_a	4	0	1398
aichivirus_a	4	10	1277
aichivirus_a	4	20	992
aichivirus_a	4	30	788
aichivirus_a	4	40	650
aichivirus_a	4	50	531
aichivirus_a	5	0	1280
aichivirus_a	5	10	1178
aichivirus_a	5	20	917
aichivirus_a	5	30	729
aichivirus_a	5	40	585
aichivirus_a	5	50	474
aichivirus_a	6	0	1188
aichivirus_a	6	10	1111
aichivirus_a	6	20	853
aichivirus_a	6	30	673
aichivirus_a	6	40	565
aichivirus_a	6	50	458
aichivirus_a	7	0	1138
aichivirus_a	7	10	1057
aichivirus_a	7	20	807
aichivirus_a	7	30	640
aichivirus_a	7	40	528
aichivirus_a	7	50	437
aichivirus_a	8	0	1108
aichivirus_a	8	10	1025
aichivirus_a	8	20	771
aichivirus_a	8	30	632
aichivirus_a	8	40	504
aichivirus_a	8	50	420
akabane_orthobunyavirus	0	0	3380
akabane_orthobunyavirus	0	10	3350
akabane_orthobunyavirus	0	20	2411
akabane_orthobunyavirus	0	30	1871
akabane_orthobunyavirus	0	40	1530
akabane_orthobunyavirus	0	50	1272
akabane_orthobunyavirus	1	0	2281
akabane_orthobunyavirus	1	10	2224
akabane_orthobunyavirus	1	20	1619
akabane_orthobunyavirus	1	30	1273
akabane_orthobunyavirus	1	40	1039
akabane_orthobunyavirus	1	50	884
akabane_orthobunyavirus	2	0	1765
akabane_orthobunyavirus	2	10	1707
akabane_orthobunyavirus	2	20	1265
akabane_orthobunyavirus	2	30	1001
akabane_orthobunyavirus	2	40	840
akabane_orthobunyavirus	2	50	715
akabane_orthobunyavirus	3	0	1470
akabane_orthobunyavirus	3	10	1409
akabane_orthobunyavirus	3	20	1072
akabane_orthobunyavirus	3	30	860
akabane_orthobunyavirus	3	40	717
akabane_orthobunyavirus	3	50	594
akabane_orthobunyavirus	4	0	1313
akabane_orthobunyavirus	4	10	1275
akabane_orthobunyavirus	4	20	960
akabane_orthobunyavirus	4	30	768
akabane_orthobunyavirus	4	40	650
akabane_orthobunyavirus	4	50	531
akabane_orthobunyavirus	5	0	1220
akabane_orthobunyavirus	5	10	1191
akabane_orthobunyavirus	5	20	890
akabane_orthobunyavirus	5	30	725
akabane_orthobunyavirus	5	40	597
akabane_orthobunyavirus	5	50	507
akabane_orthobunyavirus	6	0	1158
akabane_orthobunyavirus	6	10	1123
akabane_orthobunyavirus	6	20	859
akabane_orthobunyavirus	6	30	679
akabane_orthobunyavirus	6	40	569
akabane_orthobunyavirus	6	50	476
akabane_orthobunyavirus	7	0	1134
akabane_orthobunyavirus	7	10	1079
akabane_orthobunyavirus	7	20	818
akabane_orthobunyavirus	7	30	676
akabane_orthobunyavirus	7	40	564
akabane_orthobunyavirus	7	50	464
akabane_orthobunyavirus	8	0	1124
akabane_orthobunyavirus	8	10	1066
akabane_orthobunyavirus	8	20	832
akabane_orthobunyavirus	8	30	660
akabane_orthobunyavirus	8	40	560
akabane_orthobunyavirus	8	50	456
alagoas_vesiculovirus	0	0	177
alagoas_vesiculovirus	0	10	188
alagoas_vesiculovirus	0	20	151
alagoas_vesiculovirus	0	30	124
alagoas_vesiculovirus	0	40	101
alagoas_vesiculovirus	0	50	84
alagoas_vesiculovirus	1	0	182
alagoas_vesiculovirus	1	10	187
alagoas_vesiculovirus	1	20	147
alagoas_vesiculovirus	1	30	117
alagoas_vesiculovirus	1	40	105
alagoas_vesiculovirus	1	50	84
alagoas_vesiculovirus	2	0	179
alagoas_vesiculovirus	2	10	191
alagoas_vesiculovirus	2	20	144
alagoas_vesiculovirus	2	30	122
alagoas_vesiculovirus	2	40	104
alagoas_vesiculovirus	2	50	82
alagoas_vesiculovirus	3	0	178
alagoas_vesiculovirus	3	10	187
alagoas_vesiculovirus	3	20	149
alagoas_vesiculovirus	3	30	121
alagoas_vesiculovirus	3	40	97
alagoas_vesiculovirus	3	50	85
alagoas_vesiculovirus	4	0	175
alagoas_vesiculovirus	4	10	188
alagoas_vesiculovirus	4	20	152
alagoas_vesiculovirus	4	30	122
alagoas_vesiculovirus	4	40	104
alagoas_vesiculovirus	4	50	85
alagoas_vesiculovirus	5	0	178
alagoas_vesiculovirus	5	10	192
alagoas_vesiculovirus	5	20	142
alagoas_vesiculovirus	5	30	118
alagoas_vesiculovirus	5	40	104
alagoas_vesiculovirus	5	50	85
alagoas_vesiculovirus	6	0	179
alagoas_vesiculovirus	6	10	193
alagoas_vesiculovirus	6	20	147
alagoas_vesiculovirus	6	30	123
alagoas_vesiculovirus	6	40	106
alagoas_vesiculovirus	6	50	80
alagoas_vesiculovirus	7	0	177
alagoas_vesiculovirus	7	10	191
alagoas_vesiculovirus	7	20	145
alagoas_vesiculovirus	7	30	123
alagoas_vesiculovirus	7	40	104
alagoas_vesiculovirus	7	50	85
alagoas_vesiculovirus	8	0	178
alagoas_vesiculovirus	8	10	189
alagoas_vesiculovirus	8	20	149
alagoas_vesiculovirus	8	30	122
alagoas_vesiculovirus	8	40	101
alagoas_vesiculovirus	8	50	83
alajuela_orthobunyavirus	0	0	213
alajuela_orthobunyavirus	0	10	225
alajuela_orthobunyavirus	0	20	173
alajuela_orthobunyavirus	0	30	143
alajuela_orthobunyavirus	0	40	123
alajuela_orthobunyavirus	0	50	96
alajuela_orthobunyavirus	1	0	211
alajuela_orthobunyavirus	1	10	225
alajuela_orthobunyavirus	1	20	176
alajuela_orthobunyavirus	1	30	146
alajuela_orthobunyavirus	1	40	123
alajuela_orthobunyavirus	1	50	100
alajuela_orthobunyavirus	2	0	209
alajuela_orthobunyavirus	2	10	223
alajuela_orthobunyavirus	2	20	174
alajuela_orthobunyavirus	2	30	147
alajuela_orthobunyavirus	2	40	123
alajuela_orthobunyavirus	2	50	96
alajuela_orthobunyavirus	3	0	211
alajuela_orthobunyavirus	3	10	222
alajuela_orthobunyavirus	3	20	177
alajuela_orthobunyavirus	3	30	142
alajuela_orthobunyavirus	3	40	121
alajuela_orthobunyavirus	3	50	97
alajuela_orthobunyavirus	4	0	213
alajuela_orthobunyavirus	4	10	228
alajuela_orthobunyavirus	4	20	180
alajuela_orthobunyavirus	4	30	148
alajuela_orthobunyavirus	4	40	122
alajuela_orthobunyavirus	4	50	97
alajuela_orthobunyavirus	5	0	207
alajuela_orthobunyavirus	5	10	225
alajuela_orthobunyavirus	5	20	174
alajuela_orthobunyavirus	5	30	141
alajuela_orthobunyavirus	5	40	124
alajuela_orthobunyavirus	5	50	100
alajuela_orthobunyavirus	6	0	215
alajuela_orthobunyavirus	6	10	224
alajuela_orthobunyavirus	6	20	181
alajuela_orthobunyavirus	6	30	142
alajuela_orthobunyavirus	6	40	119
alajuela_orthobunyavirus	6	50	96
alajuela_orthobunyavirus	7	0	215
alajuela_orthobunyavirus	7	10	224
alajuela_orthobunyavirus	7	20	181
alajuela_orthobunyavirus	7	30	148
alajuela_orthobunyavirus	7	40	117
alajuela_orthobunyavirus	7	50	100
alajuela_orthobunyavirus	8	0	211
alajuela_orthobunyavirus	8	10	230
alajuela_orthobunyavirus	8	20	175
alajuela_orthobunyavirus	8	30	143
alajuela_orthobunyavirus	8	40	123
alajuela_orthobunyavirus	8	50	100
allpahuayo_mammarenavirus	0	0	224
allpahuayo_mammarenavirus	0	10	242
allpahuayo_mammarenavirus	0	20	191
allpahuayo_mammarenavirus	0	30	151
allpahuayo_mammarenavirus	0	40	127
allpahuayo_mammarenavirus	0	50	105
allpahuayo_mammarenavirus	1	0	221
allpahuayo_mammarenavirus	1	10	237
allpahuayo_mammarenavirus	1	20	186
allpahuayo_mammarenavirus	1	30	155
allpahuayo_mammarenavirus	1	40	126
allpahuayo_mammarenavirus	1	50	108
allpahuayo_mammarenavirus	2	0	218
allpahuayo_mammarenavirus	2	10	230
allpahuayo_mammarenavirus	2	20	185
allpahuayo_mammarenavirus	2	30	156
allpahuayo_mammarenavirus	2	40	127
allpahuayo_mammarenavirus	2	50	104
allpahuayo_mammarenavirus	3	0	225
allpahuayo_mammarenavirus	3	10	233
allpahuayo_mammarenavirus	3	20	182
allpahuayo_mammarenavirus	3	30	149
allpahuayo_mammarenavirus	3	40	130
allpahuayo_mammarenavirus	3	50	104
allpahuayo_mammarenavirus	4	0	223
allpahuayo_mammarenavirus	4	10	237
allpahuayo_mammarenavirus	4	20	183
allpahuayo_mammarenavirus	4	30	158
allpahuayo_mammarenavirus	4	40	128
allpahuayo_mammarenavirus	4	50	107
allpahuayo_mammarenavirus	5	0	220
allpahuayo_mammarenavirus	5	10	234
allpahuayo_mammarenavirus	5	20	187
allpahuayo_mammarenavirus	5	30	148
allpahuayo_mammarenavirus	5	40	121
allpahuayo_mammarenavirus	5	50	106
allpahuayo_mammarenavirus	6	0	221
allpahuayo_mammarenavirus	6	10	235
allpahuayo_mammarenavirus	6	20	181
allpahuayo_mammarenavirus	6	30	148
allpahuayo_mammarenavirus	6	40	128
allpahuayo_mammarenavirus	6	50	102
allpahuayo_mammarenavirus	7	0	227
allpahuayo_mammarenavirus	7	10	237
allpahuayo_mammarenavirus	7	20	185
allpahuayo_mammarenavirus	7	30	149
allpahuayo_mammarenavirus	7	40	125
allpahuayo_mammarenavirus	7	50	103
allpahuayo_mammarenavirus	8	0	227
allpahuayo_mammarenavirus	8	10	234
allpahuayo_mammarenavirus	8	20	186
allpahuayo_mammarenavirus	8	30	143
allpahuayo_mammarenavirus	8	40	126
allpahuayo_mammarenavirus	8	50	106
alphapapillomavirus_4	0	0	654
alphapapillomavirus_4	0	10	653
alphapapillomavirus_4	0	20	442
alphapapillomavirus_4	0	30	362
alphapapillomavirus_4	0	40	303
alphapapillomavirus_4	0	50	244
alphapapillomavirus_4	1	0	505
alphapapillomavirus_4	1	10	486
alphapapillomavirus_4	1	20	368
alphapapillomavirus_4	1	30	297
alphapapillomavirus_4	1	40	240
alphapapillomavirus_4	1	50	206
alphapapillomavirus_4	2	0	446
alphapapillomavirus_4	2	10	429
alphapapillomavirus_4	2	20	316
alphapapillomavirus_4	2	30	256
alphapapillomavirus_4	2	40	223
alphapapillomavirus_4	2	50	188
alphapapillomavirus_4	3	0	406
alphapapillomavirus_4	3	10	368
alphapapillomavirus_4	3	20	287
alphapapillomavirus_4	3	30	222
alphapapillomavirus_4	3	40	198
alphapapillomavirus_4	3	50	158
alphapapillomavirus_4	4	0	379
alphapapillomavirus_4	4	10	337
alphapapillomavirus_4	4	20	258
alphapapillomavirus_4	4	30	207
alphapapillomavirus_4	4	40	179
alphapapillomavirus_4	4	50	150
alphapapillomavirus_4	5	0	354
alphapapillomavirus_4	5	10	329
alphapapillomavirus_4	5	20	233
alphapapillomavirus_4	5	30	198
alphapapillomavirus_4	5	40	166
alphapapillomavirus_4	5	50	143
alphapapillomavirus_4	6	0	342
alphapapillomavirus_4	6	10	314
alphapapillomavirus_4	6	20	230
alphapapillomavirus_4	6	30	179
alphapapillomavirus_4	6	40	158
alphapapillomavirus_4	6	50	138
alphapapillomavirus_4	7	0	335
alphapapillomavirus_4	7	10	297
alphapapillomavirus_4	7	20	217
alphapapillomavirus_4	7	30	175
alphapapillomavirus_4	7	40	152
alphapapillomavirus_4	7	50	133
alphapapillomavirus_4	8	0	318
alphapapillomavirus_4	8	10	294
alphapapillomavirus_4	8	20	209
alphapapillomavirus_4	8	30	174
alphapapillomavirus_4	8	40	141
alphapapillomavirus_4	8	50	126
alphapapillomavirus_7	0	0	3223
alphapapillomavirus_7	0	10	2939
alphapapillomavirus_7	0	20	2025
alphapapillomavirus_7	0	30	1543
alphapapillomavirus_7	0	40	1241
alphapapillomavirus_7	0	50	993
alphapapillomavirus_7	1	0	1690
alphapapillomavirus_7	1	10	1541
alphapapillomavirus_7	1	20	1138
alphapapillomavirus_7	1	30	909
alphapapillomavirus_7	1	40	748
alphapapillomavirus_7	1	50	617
alphapapillomavirus_7	2	0	1329
alphapapillomavirus_7	2	10	1244
alphapapillomavirus_7	2	20	951
alphapapillomavirus_7	2	30	783
alphapapillomavirus_7	2	40	641
alphapapillomavirus_7	2	50	535
alphapapillomavirus_7	3	0	1216
alphapapillomavirus_7	3	10	1140
alphapapillomavirus_7	3	20	876
alphapapillomavirus_7	3	30	717
alphapapillomavirus_7	3	40	610
alphapapillomavirus_7	3	50	501
alphapapillomavirus_7	4	0	1149
alphapapillomavirus_7	4	10	1089
alphapapillomavirus_7	4	20	851
alphapapillomavirus_7	4	30	695
alphapapillomavirus_7	4	40	588
alphapapillomavirus_7	4	50	504
alphapapillomavirus_7	5	0	1110
alphapapillomavirus_7	5	10	1059
alphapapillomavirus_7	5	20	811
alphapapillomavirus_7	5	30	686
alphapapillomavirus_7	5	40	570
alphapapillomavirus_7	5	50	473
